Row ID,Order ID,Order Date,Date Key,Country,Region,Subregion,Customer,Customer ID,Industry,Segment,Product,License,Sales,Quantity,Discount,Profit
1819,APJ-2020-130379,5/25/2020,20200525,Australia,APJ,ANZ,Caterpillar,1016,Manufacturing,SMB,OneView,PIYEZQCLD2,75.6,2,0.8,-166.32
1820,APJ-2020-130379,5/25/2020,20200525,Australia,APJ,ANZ,Caterpillar,1016,Manufacturing,SMB,SaaS Connector Pack,BP44APFCTR,29.32,2,0.6,-24.189
9441,EMEA-2020-100391,5/25/2020,20200525,United Kingdom,EMEA,UKIR,Alphabet,1053,Tech,SMB,Support,XHQGTE4P5V,14.62,2,0,6.7252
1611,AMER-2020-156349,5/26/2020,20200526,United States,AMER,NAMER,Siemens,1043,Manufacturing,Strategic,Marketing Suite,UCNJG9CNBN,290.666,2,0.15,27.3568
1612,AMER-2020-156349,5/26/2020,20200526,United States,AMER,NAMER,Siemens,1043,Manufacturing,Strategic,Site Analytics,L8LEB2OTE3,201.584,2,0.2,20.1584
1613,AMER-2020-156349,5/26/2020,20200526,United States,AMER,NAMER,Siemens,1043,Manufacturing,Strategic,Site Analytics,KQIHE1D5IN,83.984,2,0.2,31.494
2752,AMER-2020-158029,5/26/2020,20200526,United States,AMER,NAMER,Aviva,1006,Finance,SMB,FinanceHub,5EP4QIR8G9,225.296,2,0.2,22.5296
2761,EMEA-2020-129574,5/26/2020,20200526,Turkey,EMEA,MEA,Lukoil,1044,Energy,Enterprise,Support,O0ZHNWOJJ5,48.4,5,0,23.232
6740,APJ-2020-144029,5/26/2020,20200526,Australia,APJ,ANZ,HSBC Holdings,1070,Finance,SMB,Marketing Suite - Gold,91QE36U67B,102.624,3,0.2,7.6968
6741,APJ-2020-144029,5/26/2020,20200526,Australia,APJ,ANZ,HSBC Holdings,1070,Finance,SMB,FinanceHub,9ZMGBKMXDW,359.772,2,0.3,-5.1396
6742,APJ-2020-144029,5/26/2020,20200526,Australia,APJ,ANZ,HSBC Holdings,1070,Finance,SMB,ChatBot Plugin,K3WHHY8LO4,13.392,3,0.2,3.1806
747,AMER-2020-124429,5/27/2020,20200527,United States,AMER,NAMER,General Motors,1041,Manufacturing,Strategic,ContactMatcher,4G0QH6YT7Y,567.12,10,0.2,-28.356
748,AMER-2020-124429,5/27/2020,20200527,United States,AMER,NAMER,General Motors,1041,Manufacturing,Strategic,Marketing Suite - Gold,SO3E6T5H0M,359.32,4,0,7.1864
1049,AMER-2020-139192,5/27/2020,20200527,United States,AMER,NAMER,CVS Health,1026,Retail,SMB,Site Analytics,WU8I760W1E,1113.504,12,0.2,125.2692
1050,AMER-2020-139192,5/27/2020,20200527,United States,AMER,NAMER,CVS Health,1026,Retail,SMB,Data Smasher,0BU8CJGPNY,99.99,1,0,37.9962
1326,APJ-2020-117058,5/27/2020,20200527,Australia,APJ,ANZ,Johnson & Johnson,1055,Healthcare,SMB,ContactMatcher,SDYGCQP4HR,17.46,6,0.8,-30.555
5676,AMER-2020-135993,5/28/2020,20200528,Canada,AMER,NAMER,Phillips 66,1056,Energy,Strategic,Site Analytics,4ORXYP0J7H,57.408,6,0.2,5.7408
5677,AMER-2020-135993,5/28/2020,20200528,Canada,AMER,NAMER,Phillips 66,1056,Energy,Strategic,Data Smasher,OV3EO1M8J4,27.6,4,0,2.208
8439,AMER-2020-108861,5/28/2020,20200528,Canada,AMER,NAMER,Mondelez International,1067,Consumer Products,SMB,ContactMatcher,G3NLL9YSXL,136.96,4,0.2,51.36
4647,EMEA-2020-146885,5/30/2020,20200530,Spain,EMEA,EU-WEST,Siemens,1043,Manufacturing,Strategic,Support,TEYJ1326WH,13.62,3,0,6.129
5751,APJ-2020-145800,5/30/2020,20200530,Australia,APJ,ANZ,Engie,1062,Energy,SMB,ContactMatcher,KZWLW5ECIJ,355.455,3,0.5,-184.8366
7737,EMEA-2020-105872,5/30/2020,20200530,United Kingdom,EMEA,UKIR,Kroger,1057,Retail,SMB,ContactMatcher,COSV4WC8ES,70.368,4,0.2,26.388
7857,EMEA-2020-103429,5/30/2020,20200530,United Kingdom,EMEA,UKIR,Safeway,1079,Retail,Strategic,ContactMatcher,HJNFSQSFPU,25.584,2,0.2,8.9544
7858,EMEA-2020-103429,5/30/2020,20200530,United Kingdom,EMEA,UKIR,Safeway,1079,Retail,Strategic,Site Analytics,JEYAUN3K3P,464,5,0,134.56
7859,EMEA-2020-103429,5/30/2020,20200530,United Kingdom,EMEA,UKIR,Safeway,1079,Retail,Strategic,OneView,TX1T85YUG3,235.95,3,0,77.8635
7860,EMEA-2020-103429,5/30/2020,20200530,United Kingdom,EMEA,UKIR,Safeway,1079,Retail,Strategic,Support,PYJ8E5LZ4O,39.96,4,0,17.982
8553,APJ-2020-140473,5/30/2020,20200530,Australia,APJ,ANZ,AmerisourceBergen,1007,Healthcare,Strategic,Alchemy,GTFKNL4GJH,719.976,3,0.2,134.9955
7978,EMEA-2020-166051,5/31/2020,20200531,Ukraine,EMEA,EU-EAST,Intel,1051,Tech,SMB,Site Analytics,B80SF5WOG7,659.97,3,0,197.991
7979,EMEA-2020-166051,5/31/2020,20200531,Ukraine,EMEA,EU-EAST,Intel,1051,Tech,SMB,Site Analytics,P5F7BCMG84,113.73,3,0,32.9817
245,EMEA-2020-131926,6/1/2020,20200601,Luxembourg,EMEA,EU-WEST,Airbus,1030,Manufacturing,Enterprise,FinanceHub,P99Y8YV8KT,2001.86,7,0,580.5394
246,EMEA-2020-131926,6/1/2020,20200601,Luxembourg,EMEA,EU-WEST,Airbus,1030,Manufacturing,Enterprise,Marketing Suite - Gold,EEFJ1VZ7W3,166.72,2,0,41.68
247,EMEA-2020-131926,6/1/2020,20200601,Luxembourg,EMEA,EU-WEST,Airbus,1030,Manufacturing,Enterprise,Support,IAD2NLBI5E,47.88,6,0,23.94
248,EMEA-2020-131926,6/1/2020,20200601,Luxembourg,EMEA,EU-WEST,Airbus,1030,Manufacturing,Enterprise,OneView,3VV8W7NWLL,1503.25,5,0,496.0725
249,EMEA-2020-131926,6/1/2020,20200601,Luxembourg,EMEA,EU-WEST,Airbus,1030,Manufacturing,Enterprise,Support,3ONJJHTCT1,25.92,4,0,12.4416
307,AMER-2020-111003,6/1/2020,20200601,Argentina,AMER,LATAM,Trafigura Group,1100,Finance,Enterprise,ContactMatcher,4G8MXMZRYG,45.48,3,0,20.9208
308,AMER-2020-111003,6/1/2020,20200601,Argentina,AMER,LATAM,Trafigura Group,1100,Finance,Enterprise,ChatBot Plugin,YPEK9QP90U,289.2,6,0,83.868
2201,EMEA-2020-165659,6/1/2020,20200601,United Arab Emirates,EMEA,MEA,Oracle,1072,Tech,SMB,SaaS Connector Pack,XSPXNOBIS7,22.2,6,0,9.102
2202,EMEA-2020-165659,6/1/2020,20200601,United Arab Emirates,EMEA,MEA,Oracle,1072,Tech,SMB,Site Analytics,WZKJYEZ0A3,881.93,7,0,229.3018
9150,AMER-2020-157070,6/1/2020,20200601,Brazil,AMER,LATAM,Samsung Electronics,1015,Tech,Strategic,ContactMatcher,KGT50WZU85,138.56,4,0,66.5088
9151,AMER-2020-157070,6/1/2020,20200601,Brazil,AMER,LATAM,Samsung Electronics,1015,Tech,Strategic,OneView,L8B2CPAE3Z,65.52,5,0.1,12.376
719,EMEA-2020-104472,6/2/2020,20200602,Turkey,EMEA,MEA,Comcast,1022,Communications,Enterprise,ContactMatcher,RT712FHK95,59.808,3,0.2,19.4376
720,EMEA-2020-104472,6/2/2020,20200602,Turkey,EMEA,MEA,Comcast,1022,Communications,Enterprise,SaaS Connector Pack,MZ6BRFXD5I,73.32,6,0,21.996
3888,EMEA-2020-100895,6/2/2020,20200602,Finland,EMEA,NOR,Philip Morris International,1075,Consumer Products,SMB,ChatBot Plugin,W8HMAI44TO,8.56,2,0,2.6536
3889,EMEA-2020-100895,6/2/2020,20200602,Finland,EMEA,NOR,Philip Morris International,1075,Consumer Products,SMB,Site Analytics,OYMXJ1JT5O,239.97,3,0,67.1916
3890,EMEA-2020-100895,6/2/2020,20200602,Finland,EMEA,NOR,Philip Morris International,1075,Consumer Products,SMB,Marketing Suite - Gold,Z92CELXY2A,356.94,2,0,107.082
1700,AMER-2020-135657,6/3/2020,20200603,Canada,AMER,NAMER,Aetna,1002,Healthcare,SMB,ContactMatcher,QE4Z0KY47B,515.88,6,0,113.4936
6323,AMER-2020-141299,6/3/2020,20200603,Brazil,AMER,LATAM,Lowes,1060,Retail,Enterprise,SaaS Connector Pack - Gold,06XAXG6YP9,15.28,2,0,7.4872
9844,APJ-2020-163867,6/3/2020,20200603,Australia,APJ,ANZ,Coca-Cola,1021,Consumer Products,SMB,FinanceHub,A3IZZ70LQE,15.936,4,0.2,5.1792
9845,APJ-2020-163867,6/3/2020,20200603,Australia,APJ,ANZ,Coca-Cola,1021,Consumer Products,SMB,SaaS Connector Pack,TMLC1QHWXK,61.544,7,0.6,-40.0036
9846,APJ-2020-163867,6/3/2020,20200603,Australia,APJ,ANZ,Coca-Cola,1021,Consumer Products,SMB,Marketing Suite - Gold,QP1LOD96UV,132.696,3,0.2,9.9522
1875,AMER-2020-147914,6/4/2020,20200604,Mexico,AMER,LATAM,HonHai Precision Industry,1033,Tech,Enterprise,Support,CWLBOL0IIM,16.224,2,0.2,5.8812
8608,EMEA-2020-151946,6/4/2020,20200604,United Kingdom,EMEA,UKIR,Aviva,1006,Finance,SMB,SaaS Connector Pack,NLVI28F97T,56.96,2,0,21.0752
8609,EMEA-2020-151946,6/4/2020,20200604,United Kingdom,EMEA,UKIR,Aviva,1006,Finance,SMB,OneView,UQ8EAGAHDX,15.56,4,0,4.0456
8610,EMEA-2020-151946,6/4/2020,20200604,United Kingdom,EMEA,UKIR,Aviva,1006,Finance,SMB,Marketing Suite,B91IZ500TQ,353.568,2,0.2,-44.196
8611,EMEA-2020-151946,6/4/2020,20200604,United Kingdom,EMEA,UKIR,Aviva,1006,Finance,SMB,SaaS Connector Pack,QR3FJIW38O,13.96,2,0,6.7008
1746,EMEA-2020-133270,6/6/2020,20200606,United Kingdom,EMEA,UKIR,Daimler,1052,Transportation,SMB,ChatBot Plugin,GHXNGT9H7B,13.36,2,0,4.9432
2140,EMEA-2020-159520,6/6/2020,20200606,United Kingdom,EMEA,UKIR,Costco Wholesale,1025,Retail,Strategic,ContactMatcher,CYO9ZQS0Z7,149.544,9,0.2,50.4711
2141,EMEA-2020-159520,6/6/2020,20200606,United Kingdom,EMEA,UKIR,Costco Wholesale,1025,Retail,Strategic,Support,OK4LC0M5RP,17.14,2,0,4.4564
2142,EMEA-2020-159520,6/6/2020,20200606,United Kingdom,EMEA,UKIR,Costco Wholesale,1025,Retail,Strategic,ContactMatcher,G538MY98PE,991.764,3,0.4,-347.1174
6301,APJ-2020-161305,6/6/2020,20200606,Australia,APJ,ANZ,Petrobras,1018,Energy,SMB,ContactMatcher,R56HIPDN4G,24.588,3,0.8,-38.1114
6302,APJ-2020-161305,6/6/2020,20200606,Australia,APJ,ANZ,Petrobras,1018,Energy,SMB,SaaS Connector Pack - Gold,IIEVPXWB7Q,13.984,2,0.2,4.7196
6473,APJ-2020-151897,6/6/2020,20200606,Japan,APJ,JAPN,Fannie Mae,1035,Finance,Enterprise,FinanceHub,4W8YLMTANN,100.24,10,0.2,33.831
6598,EMEA-2020-169257,6/6/2020,20200606,Germany,EMEA,EU-WEST,Philip Morris International,1075,Consumer Products,SMB,ContactMatcher,Z5EPTNOE1Y,1.365,1,0.7,-0.91
6599,EMEA-2020-169257,6/6/2020,20200606,Germany,EMEA,EU-WEST,Philip Morris International,1075,Consumer Products,SMB,Support,DFC5RWRMHB,62.016,2,0.2,22.4808
394,APJ-2020-134971,6/7/2020,20200607,Australia,APJ,ANZ,Mitsubishi,1050,Manufacturing,Strategic,ContactMatcher,SYC68VXSB8,12.462,3,0.8,-20.5623
4722,APJ-2020-106229,6/7/2020,20200607,Australia,APJ,ANZ,Nestle,1089,Consumer Products,SMB,ContactMatcher,OS32351R0L,268.935,3,0.5,-209.7693
2750,AMER-2020-141257,6/8/2020,20200608,Canada,AMER,NAMER,Boeing,1014,Manufacturing,SMB,FinanceHub,NNMMAVKFL7,585.552,3,0.2,73.194
3842,EMEA-2020-109162,6/8/2020,20200608,South Africa,EMEA,MEA,Tyson Foods,1088,Consumer Products,Strategic,FinanceHub,86PWG9BHRV,170.352,3,0.2,10.647
9367,EMEA-2020-108147,6/8/2020,20200608,United Kingdom,EMEA,UKIR,Engie,1062,Energy,SMB,ContactMatcher,C5RD8NTZRC,68.48,2,0.2,25.68
9368,EMEA-2020-108147,6/8/2020,20200608,United Kingdom,EMEA,UKIR,Engie,1062,Energy,SMB,Marketing Suite - Gold,Y8RLHNVMOQ,1676.88,6,0,83.844
6,AMER-2020-115812,6/9/2020,20200609,United States,AMER,NAMER,BNP Paribas,1065,Finance,SMB,SaaS Connector Pack,8RM88WFOAE,48.86,7,0,14.1694
7,AMER-2020-115812,6/9/2020,20200609,United States,AMER,NAMER,BNP Paribas,1065,Finance,SMB,ChatBot Plugin,4SYTVM0746,7.28,4,0,1.9656
8,AMER-2020-115812,6/9/2020,20200609,United States,AMER,NAMER,BNP Paribas,1065,Finance,SMB,Site Analytics,07842ES7DY,907.152,6,0.2,90.7152
9,AMER-2020-115812,6/9/2020,20200609,United States,AMER,NAMER,BNP Paribas,1065,Finance,SMB,ContactMatcher,XPBOBXWXA3,18.504,3,0.2,5.7825
10,AMER-2020-115812,6/9/2020,20200609,United States,AMER,NAMER,BNP Paribas,1065,Finance,SMB,OneView,71J8P9Z1P0,114.9,5,0,34.47
11,AMER-2020-115812,6/9/2020,20200609,United States,AMER,NAMER,BNP Paribas,1065,Finance,SMB,ContactMatcher,43NZ37VE2D,1706.184,9,0.2,85.3092
12,AMER-2020-115812,6/9/2020,20200609,United States,AMER,NAMER,BNP Paribas,1065,Finance,SMB,Site Analytics,JG14MOU94R,911.424,4,0.2,68.3568
489,APJ-2020-133753,6/9/2020,20200609,Japan,APJ,JAPN,Pemex,1058,Energy,Enterprise,Site Analytics,8TQCC0Z4YO,7.992,1,0.2,0.5994
490,APJ-2020-133753,6/9/2020,20200609,Japan,APJ,JAPN,Pemex,1058,Energy,Enterprise,Data Smasher,5T791VWFJF,63.984,2,0.2,10.3974
491,APJ-2020-133753,6/9/2020,20200609,Japan,APJ,JAPN,Pemex,1058,Energy,Enterprise,ChatBot Plugin,S5X018G8CS,70.368,2,0.2,6.1572
861,AMER-2020-133851,6/9/2020,20200609,United States,AMER,NAMER,Comcast,1022,Communications,SMB,Support,T7PH67FLXM,7.36,2,0,0.1472
862,AMER-2020-133851,6/9/2020,20200609,United States,AMER,NAMER,Comcast,1022,Communications,SMB,ChatBot Plugin,C48FI0OWSS,23.1,2,0,10.626
1812,EMEA-2020-132612,6/9/2020,20200609,Spain,EMEA,EU-WEST,Apple,1008,Tech,SMB,ContactMatcher,SD39IVCJ2P,1441.3,7,0,245.021
4955,EMEA-2020-160262,6/9/2020,20200609,Israel,EMEA,EU-EAST,HSBC Holdings,1070,Finance,Strategic,ChatBot Plugin,985R9X9VGI,18.06,7,0,4.6956
4956,EMEA-2020-160262,6/9/2020,20200609,Israel,EMEA,EU-EAST,HSBC Holdings,1070,Finance,Strategic,Support,7M5HW5KVCN,79.14,3,0,36.4044
4957,EMEA-2020-160262,6/9/2020,20200609,Israel,EMEA,EU-EAST,HSBC Holdings,1070,Finance,Strategic,SaaS Connector Pack,7F2ZT1KZNY,37.4,2,0,14.212
9697,AMER-2020-144281,6/10/2020,20200610,Brazil,AMER,LATAM,Samsung Electronics,1015,Tech,Strategic,FinanceHub,JNCZNBNZEN,491.55,5,0,240.8595
1856,AMER-2020-114643,6/13/2020,20200613,United States,AMER,NAMER,American Express,1005,Finance,Strategic,ChatBot Plugin,BYO2ZAMFNZ,14.52,3,0,4.7916
5221,AMER-2020-140487,6/14/2020,20200614,Brazil,AMER,LATAM,FedEx,1036,Transportation,Enterprise,Marketing Suite,M1FYMACFUP,212.94,3,0,57.4938
916,APJ-2020-141215,6/15/2020,20200615,Japan,APJ,JAPN,Merck,1064,Healthcare,Strategic,ContactMatcher,7U14BQMSJZ,99.918,2,0.3,-18.5562
917,APJ-2020-141215,6/15/2020,20200615,Japan,APJ,JAPN,Merck,1064,Healthcare,Strategic,FinanceHub,ZNX0JCDA7M,797.944,4,0.3,-56.996
918,APJ-2020-141215,6/15/2020,20200615,Japan,APJ,JAPN,Merck,1064,Healthcare,Strategic,ContactMatcher,JLX20LR168,8.568,3,0.8,-14.5656
6938,APJ-2020-126963,6/15/2020,20200615,Japan,APJ,JAPN,Bank of America Corp.,1011,Finance,SMB,Support,OEMFY8NDQV,36.544,2,0.2,11.8768
2496,APJ-2020-136644,6/16/2020,20200616,India,APJ,IND,Glencore,1083,Misc,SMB,FinanceHub,UJN638SJFL,647.84,8,0,32.392
2912,EMEA-2020-113929,6/16/2020,20200616,United Kingdom,EMEA,UKIR,Banco Santander,1101,Finance,SMB,SaaS Connector Pack - Gold,SQWYXHDKSD,41.4,5,0,19.458
2913,EMEA-2020-113929,6/16/2020,20200616,United Kingdom,EMEA,UKIR,Banco Santander,1101,Finance,SMB,ChatBot Plugin,PM3CGHJJ6U,35,4,0,10.5
2914,EMEA-2020-113929,6/16/2020,20200616,United Kingdom,EMEA,UKIR,Banco Santander,1101,Finance,SMB,ContactMatcher,4QTDDTOO6S,39.552,3,0.2,14.3376
6324,APJ-2020-104402,6/17/2020,20200617,Philippines,APJ,APAC,Johnson & Johnson,1055,Healthcare,SMB,Big Ol Database,3QLSZ2W1S3,65.97,3,0,31.0059
6816,AMER-2020-144414,6/17/2020,20200617,Canada,AMER,NAMER,Ford Motor,1009,Manufacturing,SMB,SaaS Connector Pack,JA6BPXNYEF,6.24,3,0,2.6208
6817,AMER-2020-144414,6/17/2020,20200617,Canada,AMER,NAMER,Ford Motor,1009,Manufacturing,SMB,Storage,XYRHWWWL6L,17.9,5,0,8.95
6818,AMER-2020-144414,6/17/2020,20200617,Canada,AMER,NAMER,Ford Motor,1009,Manufacturing,SMB,ContactMatcher,2HR16X7FPI,3266.376,3,0.2,1061.5722
9897,APJ-2020-156342,6/17/2020,20200617,Australia,APJ,ANZ,HonHai Precision Industry,1033,Tech,SMB,Support,7YE7XE2E13,62.016,2,0.2,22.4808
9765,AMER-2020-123855,6/18/2020,20200618,United States,AMER,NAMER,PepsiCo,1073,Consumer Products,SMB,Site Analytics,RC4PBMIOE5,139.8,5,0.2,12.2325
3506,APJ-2020-166863,6/20/2020,20200620,Japan,APJ,JAPN,ConocoPhillips,1024,Energy,SMB,Site Analytics,4XKW6S0JNK,201.584,2,0.2,20.1584
3507,APJ-2020-166863,6/20/2020,20200620,Japan,APJ,JAPN,ConocoPhillips,1024,Energy,SMB,ContactMatcher,FUPAUHXM3U,3.392,4,0.8,-5.088
3508,APJ-2020-166863,6/20/2020,20200620,Japan,APJ,JAPN,ConocoPhillips,1024,Energy,SMB,Marketing Suite,HS8B8RNDQF,193.0656,4,0.32,-19.8744
3509,APJ-2020-166863,6/20/2020,20200620,Japan,APJ,JAPN,ConocoPhillips,1024,Energy,SMB,Support,YN0GQSHJQU,15.552,3,0.2,5.4432
3510,APJ-2020-166863,6/20/2020,20200620,Japan,APJ,JAPN,ConocoPhillips,1024,Energy,SMB,Support,PU5QTXR1PL,11.648,2,0.2,4.0768
3511,APJ-2020-166863,6/20/2020,20200620,Japan,APJ,JAPN,ConocoPhillips,1024,Energy,SMB,Big Ol Database,XYSGFHQV6R,418.8,2,0.4,-97.72
3512,APJ-2020-166863,6/20/2020,20200620,Japan,APJ,JAPN,ConocoPhillips,1024,Energy,SMB,Marketing Suite - Gold,FKMY1VI62I,509.488,7,0.2,-127.372
8146,APJ-2020-112949,6/20/2020,20200620,Singapore,APJ,APAC,Walt Disney,1097,Communications,SMB,OneView,A3RO23YPFP,471.9,6,0,155.727
8147,APJ-2020-112949,6/20/2020,20200620,Singapore,APJ,APAC,Walt Disney,1097,Communications,SMB,ChatBot Plugin,WFJXBU2X7P,3.52,2,0,1.6896
690,EMEA-2020-117135,6/21/2020,20200621,Spain,EMEA,EU-WEST,Caterpillar,1016,Manufacturing,SMB,SaaS Connector Pack,5VK16XG7GF,104.01,1,0,14.5614
691,EMEA-2020-117135,6/21/2020,20200621,Spain,EMEA,EU-WEST,Caterpillar,1016,Manufacturing,SMB,Site Analytics,Z0ICB6R86B,284.82,1,0,74.0532
692,EMEA-2020-117135,6/21/2020,20200621,Spain,EMEA,EU-WEST,Caterpillar,1016,Manufacturing,SMB,Marketing Suite - Gold,KMJ3AUP78L,36.84,3,0,10.3152
1181,AMER-2020-128146,6/21/2020,20200621,Argentina,AMER,LATAM,American Express,1005,Finance,SMB,Site Analytics,1TK2ONEQOA,1322.93,7,0,357.1911
1182,AMER-2020-128146,6/21/2020,20200621,Argentina,AMER,LATAM,American Express,1005,Finance,SMB,ChatBot Plugin,NZW3WOVDUP,3.76,2,0,1.0904
1836,EMEA-2020-141278,6/21/2020,20200621,Saudi Arabia,EMEA,MEA,News Corp.,1071,Misc,SMB,ChatBot Plugin,GNDEUA6CX3,21.4,5,0,6.206
2678,EMEA-2020-160780,6/21/2020,20200621,Russia,EMEA,EU-EAST,Philip Morris International,1075,Consumer Products,SMB,ContactMatcher,E4XM68VSTI,11.088,7,0.7,-8.1312
2679,EMEA-2020-160780,6/21/2020,20200621,Russia,EMEA,EU-EAST,Philip Morris International,1075,Consumer Products,SMB,ContactMatcher,AMQUUBA8ME,25.164,2,0.7,-16.776
2997,EMEA-2020-138317,6/21/2020,20200621,France,EMEA,EU-WEST,Sysco,1084,Consumer Products,SMB,SaaS Connector Pack - Gold,DAJ7G2UX09,24.896,4,0.2,8.4024
2998,EMEA-2020-138317,6/21/2020,20200621,France,EMEA,EU-WEST,Sysco,1084,Consumer Products,SMB,SaaS Connector Pack,MRQJGVY963,3.984,1,0.2,0.6474
2999,EMEA-2020-138317,6/21/2020,20200621,France,EMEA,EU-WEST,Sysco,1084,Consumer Products,SMB,Data Smasher,ZHSV5R5SPG,95.968,4,0.2,28.7904
3000,EMEA-2020-138317,6/21/2020,20200621,France,EMEA,EU-WEST,Sysco,1084,Consumer Products,SMB,Big Ol Database,0X8PXLDLL9,206.991,3,0.7,-172.4925
3001,EMEA-2020-138317,6/21/2020,20200621,France,EMEA,EU-WEST,Sysco,1084,Consumer Products,SMB,OneView,NTHF09A7M2,44.416,2,0.2,3.8864
3002,EMEA-2020-138317,6/21/2020,20200621,France,EMEA,EU-WEST,Sysco,1084,Consumer Products,SMB,ContactMatcher,L3UUFKKHHQ,9.006,2,0.7,-7.2048
4412,EMEA-2020-130624,6/21/2020,20200621,United Kingdom,EMEA,UKIR,Royal Dutch Shell,1031,Energy,SMB,Support,JZFCT8JK8F,19.65,3,0,9.039
4413,EMEA-2020-130624,6/21/2020,20200621,United Kingdom,EMEA,UKIR,Royal Dutch Shell,1031,Energy,SMB,Site Analytics,HC656OC1VI,617.97,3,0,160.6722
4414,EMEA-2020-130624,6/21/2020,20200621,United Kingdom,EMEA,UKIR,Royal Dutch Shell,1031,Energy,SMB,OneView,977BM9P5T8,59.7,3,0,26.865
5150,EMEA-2020-141796,6/21/2020,20200621,United Kingdom,EMEA,UKIR,Kroger,1057,Retail,SMB,Site Analytics,9VY7OZYUHQ,1214.85,3,0,352.3065
422,EMEA-2020-142048,6/22/2020,20200622,Russia,EMEA,EU-EAST,Oracle,1072,Tech,SMB,Data Smasher,4QP8UX0WST,196.752,6,0.2,56.5662
2157,EMEA-2020-124646,6/22/2020,20200622,Luxembourg,EMEA,EU-WEST,UnitedHealth Group,1092,Healthcare,SMB,Marketing Suite - Gold,XXFMEWLWJD,501.81,3,0,0
2158,EMEA-2020-124646,6/22/2020,20200622,Luxembourg,EMEA,EU-WEST,UnitedHealth Group,1092,Healthcare,SMB,Marketing Suite - Gold,BSRULX6ME1,161.94,3,0,9.7164
4021,EMEA-2020-154963,6/22/2020,20200622,France,EMEA,EU-WEST,United Parcel Service,1090,Transportation,SMB,FinanceHub,NDZ5960DG6,170.058,3,0.3,-4.8588
4022,EMEA-2020-154963,6/22/2020,20200622,France,EMEA,EU-WEST,United Parcel Service,1090,Transportation,SMB,Site Analytics,DMZTFB8O4I,82.782,3,0.4,-15.1767
4023,EMEA-2020-154963,6/22/2020,20200622,France,EMEA,EU-WEST,United Parcel Service,1090,Transportation,SMB,FinanceHub,OXPWXRWYZZ,853.93,5,0.3,0
9001,AMER-2020-133389,6/22/2020,20200622,Chile,AMER,LATAM,Royal Dutch Shell,1031,Energy,SMB,ContactMatcher,S5JZFFWJ97,8.226,3,0.7,-6.0324
2127,EMEA-2020-126032,6/23/2020,20200623,France,EMEA,EU-WEST,Morgan Stanley,1068,Finance,SMB,Data Smasher,KXSBHIRV7V,86.376,3,0.2,1.0797
4064,EMEA-2020-130358,6/23/2020,20200623,Sweden,EMEA,NOR,Sysco,1084,Consumer Products,SMB,ChatBot Plugin,D4FEMAN1YB,20.016,9,0.2,1.7514
4065,EMEA-2020-130358,6/23/2020,20200623,Sweden,EMEA,NOR,Sysco,1084,Consumer Products,SMB,Support,M9Y9Y9P8QZ,3.104,1,0.2,0.3492
9402,AMER-2020-159814,6/24/2020,20200624,Chile,AMER,LATAM,Amazon,1004,Tech,SMB,SaaS Connector Pack,7ZN4FO131V,4.272,2,0.2,0.9612
1098,AMER-2020-159338,6/25/2020,20200625,United States,AMER,NAMER,Chevron,1017,Energy,Strategic,ContactMatcher,MY1ZTK704V,447.84,5,0.2,11.196
4847,EMEA-2020-164469,6/25/2020,20200625,Belgium,EMEA,EU-WEST,Bosch,1076,Tech,Strategic,Site Analytics,6AFGD7QQRR,263.96,5,0.2,19.797
4848,EMEA-2020-164469,6/25/2020,20200625,Belgium,EMEA,EU-WEST,Bosch,1076,Tech,Strategic,ChatBot Plugin,LX38PB9CBM,71.632,11,0.2,17.908
4849,EMEA-2020-164469,6/25/2020,20200625,Belgium,EMEA,EU-WEST,Bosch,1076,Tech,Strategic,ChatBot Plugin,Q995KZOUOD,9.328,1,0.2,0.8162
2277,EMEA-2020-104283,6/27/2020,20200627,Ukraine,EMEA,EU-EAST,ConocoPhillips,1024,Energy,SMB,Marketing Suite - Gold,99EPICP974,306.2,5,0,0
2278,EMEA-2020-104283,6/27/2020,20200627,Ukraine,EMEA,EU-EAST,ConocoPhillips,1024,Energy,SMB,ContactMatcher,YXLNTN11DK,85.98,1,0,22.3548
2279,EMEA-2020-104283,6/27/2020,20200627,Ukraine,EMEA,EU-EAST,ConocoPhillips,1024,Energy,SMB,Data Smasher,J4FH4PNX40,223.96,4,0,53.7504
818,EMEA-2020-140858,6/28/2020,20200628,France,EMEA,EU-WEST,CVS Health,1026,Retail,SMB,Support,3T4F2NOUC8,41.472,8,0.2,14.5152
819,EMEA-2020-140858,6/28/2020,20200628,France,EMEA,EU-WEST,CVS Health,1026,Retail,SMB,ContactMatcher,R99QYN2E3W,3.168,3,0.7,-2.4288
820,EMEA-2020-140858,6/28/2020,20200628,France,EMEA,EU-WEST,CVS Health,1026,Retail,SMB,FinanceHub,RGSPQGTJFX,1228.465,5,0.3,0
821,EMEA-2020-140858,6/28/2020,20200628,France,EMEA,EU-WEST,CVS Health,1026,Retail,SMB,ContactMatcher,T3GV4OOFFO,31.086,3,0.7,-22.7964
822,EMEA-2020-140858,6/28/2020,20200628,France,EMEA,EU-WEST,CVS Health,1026,Retail,SMB,Support,054N94BRV7,335.52,4,0.2,117.432
2924,AMER-2020-156993,6/28/2020,20200628,Brazil,AMER,LATAM,Chevron,1017,Energy,Strategic,Storage,22RI52CUMR,6.08,1,0,3.04
